nombre_cancion,Artista,Popularidad,Fecha_de_lanzamiento,Genero,Subgenero,Bailabilidad,Energia,Modalidad,Habladas,Positividad,Tempo,Duracion_Sg
Mamasita,Kevin Roldan,63,6/09/2019,latin,reggaeton,81%,72%,0,13%,69%,95,151
Mueve,Gianluca Vacchi,56,26/07/2019,latin,reggaeton,82%,76%,1,25%,80%,13,202
Sobrenatural,Juan Magán,65,19/07/2019,latin,reggaeton,72%,79%,1,68%,57%,91,224
"Fuego (with Sean Paul & Anitta, feat. Tainy)",DJ Snake,74,25/07/2019,latin,reggaeton,82%,86%,1,22%,61%,104,195
No Te Va,Joey Montana,53,19/07/2019,latin,reggaeton,85%,94%,0,67%,65%,96,204
Todo Bien,Lalo Ebratt,60,26/07/2019,latin,reggaeton,75%,82%,0,55%,83%,110,217
Cola,Mozart La Para,37,23/06/2019,latin,reggaeton,84%,76%,1,22%,64%,129,195
Hookah,Bad Gyal,70,19/07/2019,latin,reggaeton,87%,58%,1,11%,48%,103,179
Aguante,Mala Rodríguez,49,28/06/2019,latin,reggaeton,42%,72%,0,17%,46%,101,206
Punto G,KAROL G,69,5/04/2019,latin,reggaeton,79%,75%,0,87%,93%,165,181
Cosas Ricas,Yera,58,21/11/2019,latin,reggaeton,77%,69%,1,49%,71%,93,222
Pa' Lante,Alex Sensation,65,21/06/2019,latin,reggaeton,68%,71%,0,12%,92%,189,174
¿Cuánto E$?,Jhay Cortez,51,24/05/2019,latin,reggaeton,60%,55%,0,31%,60%,83,187
Déjate Querer,Lalo Ebratt,77,28/02/2019,latin,reggaeton,76%,79%,1,48%,84%,106,202
A Mí Me Gusta,El Freaky,53,3/05/2019,latin,reggaeton,68%,91%,1,16%,72%,190,218
DM,The Rudeboyz,46,12/04/2019,latin,reggaeton,84%,68%,0,74%,77%,96,215
No Todavía,Kenny Man,50,22/03/2019,latin,reggaeton,77%,88%,1,41%,81%,103,220
Whine Up,Nicky Jam,90,1/11/2019,latin,reggaeton,82%,67%,0,76%,66%,104,215
Tequila Sunrise,Cali Y El Dandee,71,13/09/2019,latin,reggaeton,78%,86%,1,58%,71%,93,234
Malas Intenciones,Tharyk,49,3/01/2020,latin,reggaeton,72%,86%,1,72%,70%,95,165
Que No Pare el Reggaeton,Ricky Bernard,31,25/12/2019,latin,reggaeton,86%,77%,0,21%,57%,100,216
Nosequé,DJ Valdi,59,6/12/2019,latin,reggaeton,88%,63%,0,85%,70%,98,200
CUCAKITA,Sahony,38,3/10/2019,latin,reggaeton,84%,61%,1,84%,81%,95,176
Repetimos?,Armando Infante,33,27/12/2019,latin,reggaeton,73%,70%,1,89%,85%,92,163
Culpables,KAROL G,73,14/09/2018,latin,reggaeton,73%,80%,0,68%,42%,130,226
Entre El Cielo y El Infierno,Christian Nava,33,22/11/2019,latin,reggaeton,78%,60%,1,53%,70%,81,187
Pega Pega,"Tito ""El Bambino""",65,31/05/2019,latin,reggaeton,80%,85%,0,57%,84%,96,219
Una Vida Para Recordar,Piso 21,79,5/07/2019,latin,reggaeton,70%,78%,1,20%,48%,182,215
Mala Suerte - Remix,Jory Boy,54,5/04/2019,latin,reggaeton,77%,75%,1,44%,89%,92,266
DOLLAR,Becky G,76,10/07/2019,latin,reggaeton,86%,50%,1,28%,70%,76,203
Bubalu,Becky G,76,6/11/2018,latin,reggaeton,80%,36%,0,90%,25%,145,228
Me Gusta - Remix,Natti Natasha,70,1/05/2019,latin,reggaeton,85%,77%,0,40%,84%,9,197
"Domingo (Reykon, Cosculluela, Greeicy & Rauw Alejandro) - Remix",Reykon,67,29/03/2019,latin,reggaeton,80%,71%,1,50%,54%,93,252
Aprendi a Amar,Brytiago,63,22/03/2019,latin,reggaeton,75%,63%,0,86%,84%,174,213
No Siento Nada,Miky Woodz,48,29/03/2019,latin,reggaeton,74%,81%,1,100%,92%,172,217
Me Voy - Remix,Rombai,58,25/01/2019,latin,reggaeton,81%,72%,0,15%,81%,95,200
Tan Bien (feat. Agus Padilla),Lit Killah,61,29/11/2018,latin,reggaeton,78%,76%,0,34%,39%,105,204
Pa' Mala Yo,Natti Natasha,53,15/02/2019,latin,reggaeton,82%,78%,0,60%,40%,101,161
HP,Maluma,23,1/03/2019,latin,reggaeton,84%,79%,0,77%,62%,9,184
Si Se Da,Myke Towers,78,26/02/2019,latin,reggaeton,83%,71%,0,33%,70%,93,237
Me Frontió,Dimelo Flow,64,10/09/2018,latin,reggaeton,50%,78%,1,14%,84%,83,211
I Like It,Cardi B,84,6/04/2018,latin,reggaeton,82%,73%,0,13%,65%,136,253
Reggaeton,J Balvin,77,17/11/2018,latin,reggaeton,75%,74%,0,19%,55%,176,158
Me Voy,Rombai,67,28/09/2018,latin,reggaeton,53%,75%,0,20%,88%,192,177
Mala (feat. Nio Garcia & Casper Mágico) - Remix,Reykon,40,20/07/2018,latin,reggaeton,78%,77%,1,12%,86%,171,294
Estamos Bien,Bad Bunny,10,28/06/2018,latin,reggaeton,79%,56%,0,10%,47%,120,208
Dura - Remix,Daddy Yankee,72,27/04/2018,latin,reggaeton,77%,80%,1,47%,85%,94,242
Vaina Loca,Ozuna,15,28/06/2018,latin,reggaeton,75%,81%,1,75%,56%,93,176
El Farsante - Remix,Ozuna,74,30/01/2018,latin,reggaeton,74%,74%,1,44%,39%,119,258
Nena Maldicion (feat. Lenny Tavarez),Paulo Londra,8,30/01/2018,latin,reggaeton,76%,63%,1,54%,38%,118,228
Asesina - Remix,Brytiago,74,31/10/2018,latin,reggaeton,83%,69%,0,23%,52%,94,327
Ella Quiere Beber - Remix,Anuel AA,18,2/11/2018,latin,reggaeton,75%,67%,1,12%,70%,95,219
NI BIEN NI MAL,Bad Bunny,79,23/12/2018,latin,reggaeton,83%,45%,0,67%,34%,128,236
Cazador,Matt Hunter,58,19/04/2019,latin,reggaeton,79%,61%,0,14%,82%,161,202
Tú No Amas,Mambo Kingz,73,19/06/2019,latin,reggaeton,80%,59%,1,95%,56%,140,273
badwine - Remix,Feid,69,21/06/2019,latin,reggaeton,73%,71%,1,17%,72%,186,154
Deja Tus Besos - Remix,Natti Natasha,62,3/07/2019,latin,reggaeton,73%,76%,0,67%,96%,167,187
Inocente,Myke Towers,73,25/06/2019,latin,reggaeton,76%,75%,0,19%,94%,17,201
Qué Hay de Malo - Reggae Version,Farruko,57,19/08/2019,latin,reggaeton,67%,66%,1,55%,83%,168,221
Tira la Tuya,Xavi The Destroyer,32,19/04/2019,latin,reggaeton,81%,66%,0,67%,64%,84,235
MALA SANTA,Becky G,69,11/10/2019,latin,reggaeton,85%,70%,1,40%,53%,98,173
Nada,Cazzu,75,3/06/2019,latin,reggaeton,90%,54%,0,12%,36%,98,305
La Cama,Lunay,73,25/10/2019,latin,reggaeton,70%,90%,0,57%,82%,173,189
"Lo Que Paso, Paso",Daddy Yankee,3,13/07/2004,latin,reggaeton,82%,75%,0,38%,83%,97,210
Noche De Sexo,Wisin & Yandel,1,28/11/2005,latin,reggaeton,69%,72%,1,26%,52%,94,205
NA,NA,0,5/01/2012,latin,reggaeton,68%,92%,0,37%,73%,97,252
Intentions (feat. Darkan),Jasmine Ortiz,43,21/06/2019,latin,reggaeton,84%,74%,0,55%,78%,108,204
Yo Le Doy,Dukus,30,20/12/2019,latin,reggaeton,61%,67%,1,99%,67%,182,170
Me Matas,R.K.M & Ken-Y,0,1/01/2006,latin,reggaeton,77%,75%,0,73%,57%,92,196
Talking Spanish,Dukus,30,27/04/2018,latin,reggaeton,73%,79%,0,47%,16%,99,206
La Locura Automática,La Secta AllStar,47,1/01/2008,latin,reggaeton,57%,61%,1,24%,52%,75,290
Oye Mi Canto,N.O.R.E.,1,18/07/2006,latin,reggaeton,68%,95%,1,55%,95%,96,240
Rakata,Wisin & Yandel,0,1/01/2005,latin,reggaeton,73%,78%,1,24%,65%,192,171
Dile,Don Omar,0,25/06/1905,latin,reggaeton,83%,71%,0,14%,72%,9,204
Dime,Kevin G.,29,15/11/2019,latin,reggaeton,67%,65%,0,25%,70%,192,183
Ahora Es,Wisin & Yandel,44,1/01/2007,latin,reggaeton,82%,79%,0,11%,74%,96,206
Miedo,Ivan R,23,10/01/2020,latin,reggaeton,68%,58%,1,63%,37%,17,199
Sexy Movimiento,Wisin & Yandel,44,1/01/2007,latin,reggaeton,82%,76%,0,40%,73%,104,209
Mi Cura,Kevin G.,30,15/11/2019,latin,reggaeton,59%,50%,0,24%,22%,191,245
Zun Da Da,Zion,0,1/01/2007,latin,reggaeton,77%,79%,0,13%,66%,88,301
Te Encontré,Mg Poet,36,1/01/2020,latin,reggaeton,70%,72%,1,21%,38%,98,257
Culo Remix,Ivy Queen,48,15/11/2005,latin,reggaeton,88%,65%,0,14%,84%,119,240
Perdóname,La Factoria,32,1/01/2006,latin,reggaeton,68%,82%,0,31%,37%,95,242
Salvaje,Dukus,30,8/11/2019,latin,reggaeton,68%,76%,0,4%,28%,96,191
Hot Caliente,Jasmine Ortiz,39,8/03/2019,latin,reggaeton,79%,71%,1,48%,89%,105,198
Pobre Diabla,Don Omar,1,26/06/1905,latin,reggaeton,74%,75%,0,57%,85%,92,252
Yo Te Quiero,Wisin & Yandel,16,1/01/2007,latin,reggaeton,82%,68%,0,27%,77%,93,207
Que Sera,Jasmine Ortiz,47,19/10/2018,latin,reggaeton,78%,62%,0,48%,93%,85,240
Nadie Como Tu,Wisin & Yandel,1,1/01/2006,latin,reggaeton,81%,72%,0,19%,73%,92,222
Tu Principe,Reggaeton Latino,34,1/02/2008,latin,reggaeton,89%,79%,0,13%,55%,93,209
"No Se De Ella ""My Space""",Don Omar,60,1/01/2008,latin,reggaeton,82%,67%,0,9%,78%,88,222
Donde Estés Llegaré,Alexis y Fido,56,21/03/2011,latin,reggaeton,83%,90%,0,54%,60%,94,228
En La Disco,"Tito ""El Bambino""",51,1/01/2010,latin,reggaeton,87%,78%,1,93%,87%,100,229
Carita De Angel,Angel Y Khriz,25,1/01/2007,latin,reggaeton,84%,86%,1,14%,77%,94,188
Amor De Pobre,Zion,0,5/06/2007,latin,reggaeton,62%,76%,0,85%,74%,93,238
Yo Voy (feat. Daddy Yankee),Zion & Lennox,48,7/06/2005,latin,reggaeton,79%,73%,0,19%,61%,95,231
Yo Voy A Llegar,Zion,0,4/12/2012,latin,reggaeton,75%,78%,1,52%,73%,94,225
"Entre La Playa, Ella y Yo","Big Yamo, Vato 18K Feat. Bigal L Jake",0,31/12/2013,latin,reggaeton,74%,86%,0,20%,93%,170,187
Abusadora,Wisin & Yandel,0,1/01/2013,latin,reggaeton,78%,78%,0,6%,17%,114,180
Besos Mojados,Wisin & Yandel,0,1/01/2009,latin,reggaeton,65%,81%,1,14%,36%,95,264
Noche De Entierro (Nuestro Amor),Daddy Yankee,0,1/01/2006,latin,reggaeton,87%,77%,0,15%,43%,97,263
La Despedida,Daddy Yankee,7,26/04/2010,latin,reggaeton,75%,99%,0,50%,97%,122,202
Rompe,Daddy Yankee,0,1/01/2006,latin,reggaeton,69%,80%,0,59%,52%,176,188
Sabor A Melao,Daddy Yankee,0,13/07/2004,latin,reggaeton,80%,95%,0,6%,90%,96,223
Dónde Están Las Gatas,Nicky Jam,0,1/01/2005,latin,reggaeton,83%,94%,0,64%,79%,109,170
Caliente,Dyland & Lenny,45,2/03/2010,latin,reggaeton,76%,89%,0,60%,81%,110,206
Frikitona,Plan B,58,12/07/2011,latin,reggaeton,95%,87%,0,18%,84%,120,183
Maldito Alcohol,Pitbull,1,30/07/2012,latin,reggaeton,92%,43%,1,22%,93%,126,201
Esta Noche De Travesura,"Héctor ""El Father""",0,1/01/2008,latin,reggaeton,84%,66%,1,18%,42%,91,209
Dutty Love,Don Omar,3,1/01/2012,latin,reggaeton,74%,88%,1,11%,91%,90,285
Síguelo,Wisin & Yandel,32,1/01/2008,latin,reggaeton,63%,93%,0,29%,59%,130,213
Tocarte Toa 2012 (feat. Big Yamo & Jimmy Bad Boy),Latin Fresh,41,12/05/2012,latin,reggaeton,83%,87%,1,61%,51%,100,203
Junto al Amanecer,J Alvarez,0,20/09/2011,latin,reggaeton,62%,70%,0,38%,79%,169,251
Pasarela,Ñejo & Dalmata,2,1/01/2007,latin,reggaeton,80%,81%,1,54%,52%,95,227
Dembow,Wisin & Yandel,0,6/08/2013,latin,reggaeton,72%,81%,0,12%,85%,93,178
Llamé Pa' Verte (Bailando Sexy),Wisin & Yandel,0,1/01/2013,latin,reggaeton,86%,82%,1,76%,58%,94,197
Me Quiere Besar,Alexis y Fido,0,28/06/1905,latin,reggaeton,79%,82%,1,73%,82%,95,155
Mírala Bien,Wisin & Yandel,1,1/01/2013,latin,reggaeton,81%,85%,0,15%,68%,95,159
Cojela Que Va Sin Jockey,Daddy Yankee,0,1/01/2004,latin,reggaeton,83%,60%,1,95%,60%,95,183
Energía,Alexis y Fido,52,21/03/2011,latin,reggaeton,78%,83%,0,37%,66%,93,221
Flow Natural,"Tito ""El Bambino""",55,1/01/2010,latin,reggaeton,83%,80%,1,70%,79%,101,173
Superhéroe,Alexis y Fido,47,26/03/2009,latin,reggaeton,80%,92%,0,49%,85%,119,207
Fuera del Planeta (Feat. Eloy),Randy Nota Loka,0,30/07/2011,latin,reggaeton,74%,88%,0,84%,80%,95,223
Caile,"Tito ""El Bambino""",49,1/01/2010,latin,reggaeton,84%,80%,1,89%,70%,96,191
Mírame,Daddy Yankee,56,9/09/2010,latin,reggaeton,79%,75%,0,10%,73%,96,235
Donde Hubo Fuego,Daddy Yankee,53,27/06/1905,latin,reggaeton,70%,77%,0,78%,87%,93,205
Prrrum,Cosculluela,1,1/01/2009,latin,reggaeton,84%,73%,0,23%,69%,90,237
Eso Ehh..!!!,Alexis y Fido,49,15/11/2005,latin,reggaeton,91%,81%,0,13%,76%,95,195
Aprovechalo,Wisin & Yandel,55,1/01/2007,latin,reggaeton,79%,65%,0,54%,56%,97,169
Control,Wisin & Yandel,37,1/01/2007,latin,reggaeton,82%,84%,0,97%,67%,106,224
Me Estas Tentando,Wisin & Yandel,58,1/01/2009,latin,reggaeton,81%,92%,0,6%,77%,115,229
Bartender,Alexis y Fido,45,26/03/2009,latin,reggaeton,83%,73%,0,78%,32%,115,174
Ojos Que No Ven,Alexis y Fido,48,26/03/2009,latin,reggaeton,85%,85%,1,25%,85%,127,192
No Me Dejes Solo - Live,Daddy Yankee,9,1/01/2005,latin,reggaeton,76%,93%,0,95%,55%,96,97
Mi Fanatica - Remix,Arcangel,0,1/01/2006,latin,reggaeton,88%,70%,1,11%,62%,92,228
Dame Lo Que Quiero,R.K.M & Ken-Y,24,1/01/2006,latin,reggaeton,87%,73%,1,78%,61%,9,217
Todavia,La Factoria,69,1/01/2009,latin,reggaeton,79%,90%,0,55%,60%,113,203
Sexo Seguro,"Franco ""El Gorilla""",55,1/01/2009,latin,reggaeton,75%,89%,0,91%,59%,97,218
Chao Amor,Chon Arauza Y Su Furia Colombiana,18,1/01/2006,latin,reggaeton,68%,70%,1,53%,55%,173,201
Ramayama,Don Omar,67,20/04/2019,latin,reggaeton,70%,71%,0,14%,96%,149,195
Salió El Sol - Remastered 2016,Don Omar,54,11/11/2016,latin,reggaeton,88%,75%,0,97%,96%,110,315
Guaya Guaya,Don Omar,67,16/06/2015,latin,reggaeton,79%,87%,1,12%,70%,91,193
Dale Don Dale,Don Omar,67,1/01/2003,latin,reggaeton,83%,82%,1,83%,81%,95,212
Ojitos Chiquitos - Remastered 2016,Don Omar,55,11/11/2016,latin,reggaeton,79%,86%,0,24%,80%,170,229
Taboo,Don Omar,64,1/01/2010,latin,reggaeton,43%,89%,1,83%,81%,18,292
Dile,Don Omar,18,1/01/2004,latin,reggaeton,68%,71%,0,16%,71%,93,204
Sexy Robotica,Don Omar,54,1/01/2009,latin,reggaeton,74%,87%,1,33%,56%,112,233
Danza Kuduro,Don Omar,75,1/01/2010,latin,reggaeton,40%,92%,1,28%,88%,88,198
Zumba,Don Omar,57,1/01/2012,latin,reggaeton,73%,89%,1,40%,83%,124,263
Cuéntale - Remastered 2016,Don Omar,50,11/11/2016,latin,reggaeton,58%,94%,1,19%,61%,89,261
Hooka,Don Omar,60,1/01/2010,latin,reggaeton,73%,86%,1,15%,82%,170,237
Aunque Te Fuiste,Don Omar,54,1/01/2003,latin,reggaeton,57%,57%,0,44%,41%,159,243
Conteo - Remastered 2016,Don Omar,49,11/11/2016,latin,reggaeton,82%,71%,0,23%,31%,92,240
Mayor Que Yo 3,Luny Tunes,52,22/04/2016,latin,reggaeton,76%,96%,0,11%,46%,92,309
Good Looking,Don Omar,56,1/01/2010,latin,reggaeton,63%,88%,1,16%,76%,93,258
Angelito - Remastered 2016,Don Omar,49,11/11/2016,latin,reggaeton,64%,69%,0,42%,29%,156,284
Quien La Vio Llorar,Don Omar,3,1/01/2004,latin,reggaeton,47%,57%,0,36%,38%,79,185
Blue Zone,Don Omar,45,1/01/2009,latin,reggaeton,80%,71%,0,54%,48%,9,211
Coolant - Remix,Farruko,3,16/11/2018,latin,reggaeton,73%,83%,1,15%,92%,17,230
No Sigue Modas Aka Ella No Sigue Modas,Don Omar,48,1/01/2012,latin,reggaeton,70%,87%,1,85%,84%,127,232
Hasta Que Salga El Sol,Don Omar,49,1/01/2012,latin,reggaeton,36%,96%,1,35%,89%,190,245
Belly Danza - Remastered 2016,Don Omar,46,11/11/2016,latin,reggaeton,81%,87%,0,24%,91%,109,245
Ronca,Don Omar,3,1/01/2004,latin,reggaeton,68%,89%,1,20%,72%,173,301
Slow Motion,Don Omar,37,1/01/2012,latin,reggaeton,74%,84%,0,22%,70%,180,190
Perdido En Tus Ojos,Don Omar,58,16/06/2015,latin,reggaeton,68%,88%,1,31%,79%,95,234
Te Recordaré Bailando,Don Omar,53,16/06/2015,latin,reggaeton,72%,89%,1,44%,73%,91,213
Vacaciones - Remix,Wisin,1,6/03/2017,latin,reggaeton,70%,93%,0,67%,59%,96,258
Ella Ella,Don Omar,47,1/01/2010,latin,reggaeton,82%,67%,0,12%,69%,96,202
Repórtense - Remastered 2016,Don Omar,44,11/11/2016,latin,reggaeton,77%,88%,0,91%,54%,94,210
Not To Much - Remastered 2016,Don Omar,44,11/11/2016,latin,reggaeton,75%,73%,0,56%,26%,92,211
Bailando Sola - Remastered 2016,Don Omar,44,11/11/2016,latin,reggaeton,75%,65%,0,27%,32%,89,177
Sandunga,Don Omar,51,16/06/2015,latin,reggaeton,86%,86%,1,13%,80%,9,181
Dobla Rodilla,Don Omar,46,16/06/2015,latin,reggaeton,66%,91%,0,11%,72%,170,236
Tírate Al Medio,Don Omar,46,16/06/2015,latin,reggaeton,60%,90%,1,54%,20%,175,236
Huerfano De Amor,Don Omar,43,1/01/2010,latin,reggaeton,72%,69%,0,45%,86%,139,292
Soledad,Don Omar,50,16/06/2015,latin,reggaeton,62%,88%,0,10%,65%,195,192
How We Roll,Don Omar,39,1/01/2009,latin,reggaeton,74%,75%,0,17%,73%,149,245
Yo Soy De Aqui,Don Omar,48,16/06/2015,latin,reggaeton,70%,74%,0,17%,73%,92,263
Dure Dure,JEN,51,28/07/2017,latin,reggaeton,65%,84%,0,21%,66%,1,219
Encanto,Don Omar,49,24/03/2017,latin,reggaeton,74%,87%,1,50%,90%,17,195
Luna Llena,Don Omar,43,1/01/2010,latin,reggaeton,74%,79%,0,37%,39%,98,248
Mr. Romantic,Mike Stanley,47,30/06/2017,latin,reggaeton,73%,93%,0,45%,90%,92,184
Yo No Se Que Hacer,"Tito ""El Bambino""",45,15/12/2017,latin,reggaeton,84%,71%,0,86%,64%,159,210
Intocable,Don Omar,2,1/01/2004,latin,reggaeton,89%,63%,1,17%,48%,95,166
Mis Días Sin Ti,Rauw Alejandro,66,27/12/2019,latin,reggaeton,54%,57%,0,15%,36%,17,253
Perriandote,Myke Towers,62,20/12/2019,latin,reggaeton,79%,63%,1,41%,74%,16,196
Demasiado Tarde,Micro Tdh,74,11/11/2019,latin,reggaeton,82%,56%,1,89%,56%,129,271
Canam,Farruko,64,20/12/2019,latin,reggaeton,74%,75%,0,23%,67%,151,222
No Te Dejas,D-Note The Beatllionare,63,15/11/2019,latin,reggaeton,86%,73%,0,63%,62%,92,219
Me Pichea,Casper Magico,54,1/01/2020,latin,reggaeton,79%,77%,0,12%,49%,95,227
Perriando,Reykon,65,15/11/2019,latin,reggaeton,80%,62%,1,35%,88%,179,157
Lento,Nio Garcia,47,15/11/2019,latin,reggaeton,80%,56%,0,29%,81%,188,214
Vacilón,iZaak,42,15/11/2019,latin,reggaeton,67%,75%,0,65%,54%,166,153
Tu Boca,Beéle,56,18/11/2019,latin,reggaeton,83%,61%,1,21%,69%,95,209
Otra Noche Más - Remix,Jay Wheeler,65,28/11/2019,latin,reggaeton,80%,68%,1,57%,86%,90,279
La Prision,Nengo Flow,63,29/11/2019,latin,reggaeton,56%,78%,0,28%,90%,90,197
Desde Que Te Conocí,Jonna Torres,37,1/11/2019,latin,reggaeton,58%,68%,0,25%,49%,181,205
MIAmi Ye,Roco,52,8/11/2019,latin,reggaeton,82%,86%,1,90%,57%,99,185
Evidencia,Baby Rasta & Gringo,61,8/11/2019,latin,reggaeton,83%,78%,1,57%,62%,9,175
Fanático,Maxiolly,53,15/11/2019,latin,reggaeton,70%,66%,1,11%,62%,169,218
Ride It,Regard,94,26/07/2019,latin,latin hip hop,88%,75%,0,87%,88%,117,157
ROXANNE,Arizona Zervas,71,10/10/2019,latin,latin hip hop,62%,60%,0,15%,46%,116,163
Life Is Good (feat. Drake),Future,93,10/01/2020,latin,latin hip hop,68%,61%,0,48%,51%,142,237
Adore You,Harry Styles,91,6/12/2019,latin,latin hip hop,68%,77%,1,48%,57%,99,207
The Box,Roddy Ricch,98,6/12/2019,latin,latin hip hop,90%,59%,0,56%,64%,116,196
Say So,Doja Cat,88,7/11/2019,latin,latin hip hop,79%,67%,0,16%,79%,110,237
SUGAR,BROCKHAMPTON,88,23/08/2019,latin,latin hip hop,45%,54%,1,64%,52%,122,204
Good News,Mac Miller,87,9/01/2020,latin,latin hip hop,79%,32%,0,17%,24%,174,342
My Oh My (feat. DaBaby),Camila Cabello,94,6/12/2019,latin,latin hip hop,72%,49%,1,30%,38%,105,170
RITMO (Bad Boys For Life) (Remix) *,The Black Eyed Peas,35,17/01/2020,latin,latin hip hop,79%,80%,0,60%,63%,105,228
Watermelon Sugar,Harry Styles,90,17/11/2019,latin,latin hip hop,55%,82%,1,47%,56%,9,174
Yummy,Justin Bieber,95,3/01/2020,latin,latin hip hop,66%,52%,0,11%,50%,145,210
Blinding Lights,The Weeknd,98,29/11/2019,latin,latin hip hop,51%,80%,1,63%,35%,171,201
Memories,Maroon 5,98,20/09/2019,latin,latin hip hop,76%,32%,1,55%,58%,91,189
Rare,Selena Gomez,88,10/01/2020,latin,latin hip hop,84%,55%,1,71%,63%,114,220
HIGHEST IN THE ROOM (feat. ROSALÍA & Lil Baby) - REMIX,Travis Scott,89,27/12/2019,latin,latin hip hop,56%,49%,0,35%,11%,153,244
Don't Start Now,Dua Lipa,97,31/10/2019,latin,latin hip hop,79%,79%,0,84%,68%,123,183
Dance Monkey,Tones and I,92,29/08/2019,latin,latin hip hop,82%,59%,0,92%,51%,98,209
Diamonds (with Normani),Megan Thee Stallion,77,10/01/2020,latin,latin hip hop,79%,75%,1,87%,49%,94,199
Falling,Trevor Daniel,97,5/10/2018,latin,latin hip hop,78%,43%,0,36%,24%,127,159
Eleven,Khalid,83,9/01/2020,latin,latin hip hop,70%,40%,0,12%,12%,129,206
Me Gusta,Shakira,79,13/01/2020,latin,latin hip hop,78%,70%,0,68%,78%,92,190
You should be sad,Halsey,86,10/01/2020,latin,latin hip hop,59%,59%,1,28%,32%,11,205
RITMO (Bad Boys For Life),The Black Eyed Peas,96,12/10/2019,latin,latin hip hop,72%,72%,0,66%,67%,104,221
Underdog,Alicia Keys,73,9/01/2020,latin,latin hip hop,66%,72%,0,5%,30%,90,208
Up All Night,Khalid,87,14/11/2019,latin,latin hip hop,67%,71%,1,53%,67%,93,157
everything i wanted,Billie Eilish,97,13/11/2019,latin,latin hip hop,70%,23%,0,99%,24%,120,245
Lose You To Love Me,Selena Gomez,93,23/10/2019,latin,latin hip hop,51%,34%,1,44%,92%,101,206
"Alone, Pt. II",Alan Walker,85,27/12/2019,latin,latin hip hop,67%,67%,0,42%,61%,88,179
Candy,Doja Cat,85,30/03/2018,latin,latin hip hop,69%,52%,1,44%,21%,124,190
Lights Up,Harry Styles,74,11/10/2019,latin,latin hip hop,59%,62%,0,33%,28%,101,172
Out Of Your Mind (feat. Swae Lee & Chris Brown),French Montana,75,6/12/2019,latin,latin hip hop,72%,88%,0,52%,61%,95,194
Don't Waste My Time (feat. Ella Mai),Usher,73,13/12/2019,latin,latin hip hop,70%,78%,1,20%,61%,99,199
HIGHEST IN THE ROOM,Travis Scott,94,4/10/2019,latin,latin hip hop,60%,43%,0,32%,61%,76,175
Before You Go,Lewis Capaldi,90,19/11/2019,latin,latin hip hop,46%,58%,1,57%,18%,111,215
The Worst In Me,KAYTRANADA,67,13/12/2019,latin,latin hip hop,78%,65%,0,40%,59%,109,226
If The World Was Ending (feat. Julia Michaels),JP Saxe,88,17/10/2019,latin,latin hip hop,46%,47%,1,13%,60%,75,208
Circles,Post Malone,98,6/09/2019,latin,latin hip hop,70%,76%,1,40%,55%,120,215
Yellow Hearts,Ant Saunders,62,18/06/2019,latin,latin hip hop,87%,40%,1,75%,71%,129,223
Señorita,Shawn Mendes,93,21/06/2019,latin,latin hip hop,76%,54%,0,29%,75%,116,190
Ayy Macarena,Tyga,91,13/11/2019,latin,latin hip hop,82%,63%,1,23%,72%,96,131
Someone You Loved,Lewis Capaldi,94,17/05/2019,latin,latin hip hop,50%,41%,1,32%,45%,109,182
Old Town Road - Remix,Lil Nas X,90,21/06/2019,latin,latin hip hop,88%,62%,1,10%,64%,136,157
Make It Right (feat. Lauv),BTS,83,18/10/2019,latin,latin hip hop,58%,69%,1,43%,35%,97,226
Call You Mine,The Chainsmokers,62,24/07/2019,latin,latin hip hop,59%,70%,1,29%,50%,104,217
hot girl bummer,blackbear,94,23/08/2019,latin,latin hip hop,78%,56%,0,78%,68%,129,185
Better,Khalid,81,18/10/2018,latin,latin hip hop,60%,55%,0,10%,11%,97,229
Lalala,Y2K,91,28/06/2019,latin,latin hip hop,84%,39%,1,85%,50%,129,160
South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,91,12/07/2019,latin,latin hip hop,86%,62%,0,82%,67%,97,204
Slide Away,Miley Cyrus,81,16/08/2019,latin,latin hip hop,53%,54%,1,34%,29%,148,233
Liar,Camila Cabello,87,4/09/2019,latin,latin hip hop,74%,50%,0,46%,65%,98,207
Panini,Lil Nas X,84,21/06/2019,latin,latin hip hop,70%,59%,0,75%,48%,153,114
Graveyard,Halsey,87,13/09/2019,latin,latin hip hop,67%,58%,0,75%,19%,92,181
Outta My Head (with John Mayer),Khalid,75,5/04/2019,latin,latin hip hop,73%,55%,1,32%,51%,103,177
SICKO MODE,Travis Scott,87,3/08/2018,latin,latin hip hop,83%,73%,1,22%,45%,155,312
Muévelo,Nicky Jam,82,8/01/2020,latin,latin hip hop,60%,81%,1,49%,92%,188,194
Takeaway (feat. Lennon Stella),The Chainsmokers,67,24/07/2019,latin,latin hip hop,29%,51%,1,4%,36%,85,209
Don't Check On Me (feat. Justin Bieber & Ink),Chris Brown,71,25/06/2019,latin,latin hip hop,66%,40%,1,33%,68%,81,204
Talk (feat. Disclosure),Khalid,82,5/04/2019,latin,latin hip hop,90%,40%,1,13%,35%,135,197
Look At Her Now,Selena Gomez,86,24/10/2019,latin,latin hip hop,56%,56%,0,27%,55%,154,162
No Guidance (feat. Drake),Chris Brown,85,28/06/2019,latin,latin hip hop,70%,45%,0,15%,14%,92,260
